&##&promotion.look_at_the_gift&##&,&##&查看赠品&##&
&##&promotion.cumulative_product_fraction&##&,&##&发放积分数&##&
&##&这张优惠券已被绑定&##&,&##&这张优惠券已被绑定&##&
&##&promotion.the_input_of_the_total_number_of_activities_is_incorrect&##&,&##&活动总限购数输入有误&##&
&##&promotion.registration_time&##&,&##&报名时间&##&
&##&promotion.people&##&,&##&人&##&
&##&promotion.new_collage&##&,&##&新建拼团活动&##&
&##&promotion.obtain_pure_text&##&,&##&获得纯文本&##&
&##&promotion.selected&##&,&##&已选&##&
&##&不满足该促销规则&##&,&##&不满足该促销规则&##&
&##&promotion.to_examine&##&,&##&审核&##&
&##&promotion.failure_to_modify_the_rule_state&##&,&##&修改规则状态失败&##&
&##&报名商品列表&##&,&##&报名商品列表&##&
&##&promotion.control_classification&##&,&##&控制分类&##&
&##&promotion.custom_end_time_cannot_be_empty&##&,&##&自定义结束时间不能为空&##&
&##&查询失败&##&,&##&查询失败&##&
&##&promotion.module.baseinfo.name&##&,&##&基本信息&##&
&##&promotion.grouping_type&##&,&##&分组类型&##&
&##&promotion.select_the_template&##&,&##&选择模板&##&
&##&promotion.spit&##&,&##&吐痰&##&
&##&promotion.active_platform&##&,&##&活动平台&##&
&##&promotion.group_number&##&,&##&分组编号&##&
&##&删除免单活动出错&##&,&##&删除免单活动出错&##&
&##&查询分佣参数出错&##&,&##&查询分佣参数出错&##&
&##&promotion.buy_amount_to_give&##&,&##&满金额赠&##&
&##&promotion.setting_up_stock_early-warning_value&##&,&##&设置库存预警值成功&##&
&##&promotion.retry&##&,&##&后重试&##&
&##&promotion.you_can_enter_a_lot_of_content_here&##&,&##&这里可以输入很多内容&##&
&##&请选择要修改的数据&##&,&##&请选择要修改的数据&##&
&##&promotion.whether_or_not_to_post&##&,&##&是否包邮&##&
&##&promotion.the_type_of_lottery_behavior_cannot_be_empty&##&,&##&抽奖行为类型不能为空&##&
&##&当前状态不能修改成传入的状态.&##&,&##&当前状态不能修改成传入的状态.&##&
&##&promotion.please_choose_the_goods_to_be_deleted_first&##&,&##&请先选择要删除的商品&##&
&##&礼金卡卡种ID&##&,&##&礼金卡卡种ID&##&
&##&promotion.promotion_activities&##&,&##&推广活动&##&
&##&查询渠道异常&##&,&##&查询渠道异常&##&
&##&promotion.coupon_content&##&,&##&优惠券内容&##&
&##&promotion.do_you_confirm_that_the_product_is_deleted&##&,&##&是否确认删除此商品&##&
&##&promotion.frame&##&,&##&框&##&
&##&promotion.uploading_video&##&,&##&上传视频&##&
&##&只有满额、满量促销支持加载全部商品!&##&,&##&只有满额、满量促销支持加载全部商品!&##&
&##&promotion.please_input_the_correct_number_of_samples&##&,&##&请输入正确的抽样数&##&
&##&promotion.injured&##&,&##&受伤&##&
&##&promotion.the_number_of_group_purchases_must_be_positive_integers&##&,&##&成团购买件数必须为正整数&##&
&##&promotion.i_play&##&,&##&我打&##&
&##&promotion.list_of_card_details&##&,&##&卡券明细列表&##&
&##&promotion.discoloration_of_tabular_interlacing&##&,&##&取消表格隔行变色&##&
&##&promotion.study_major&##&,&##&所学专业&##&
&##&promotion.a_valid_number_must_be_filled_in&##&,&##&必须填写有效数字&##&
&##&promotion.the_cut-off_price_must_be_greater_than&##&,&##&砍价截止价必须大于&##&
&##&promotion.activity_registration&##&,&##&活动报名&##&
&##&promotion.please_change_it_in_time&##&,&##&请及时更改&##&
&##&promotion.set_up&##&,&##&设置&##&
&##&未查询到会员限购field信息&##&,&##&未查询到会员限购field信息&##&
&##&promotion.city_of_sichuan_province&##&,&##&四川省城市&##&
&##&promotion.enable&##&,&##&启用&##&
&##&时间参数异常&##&,&##&时间参数异常&##&
&##&promotion.add_participating_stores&##&,&##&添加参与店铺&##&
&##&promotion.lateral_selection&##&,&##&横向选择&##&
&##&promotion.for_consumers_to_use_after_sale&##&,&##&售卖后供消费者使用&##&
&##&直降%s元&##&,&##&直降%s元&##&
&##&promotion.blue&##&,&##&蓝&##&
&##&promotion.cant_find_the_location&##&,&##&找不到该位置&##&
&##&promotion.channel_name&##&,&##&渠道名称&##&
&##&查询不到数据异常.&##&,&##&查询不到数据异常.&##&
&##&promotion.deposit_amount&##&,&##&定金金额&##&
&##&promotion.special_price_can_not_be_empty&##&,&##&特价不能为空&##&
&##&更新报名商品状态异常&##&,&##&更新报名商品状态异常&##&
&##&promotion.search_for_music_that_you_are_interested_in&##&,&##&搜索您感兴趣的音乐&##&
&##&promotion.entity_coupons&##&,&##&实体优惠券&##&
&##&用户信息校验未通过&##&,&##&用户信息校验未通过&##&
&##&条码&##&,&##&条码&##&
&##&promotion.export_the_parameter_goods_to_be_set_up&##&,&##&导出待设置参数商品&##&
&##&promotion.recommendation_code_use_limit&##&,&##&推荐码使用限制&##&
&##&活动商品不能为空&##&,&##&活动商品不能为空&##&
&##&X折&##&,&##&X折&##&
&##&promotion.slyder_adventures&##&,&##&大转盘&##&
&##&promotion.personal_daily_limit&##&,&##&个人每日限购数&##&
&##&promotion.enter_registration&##&,&##&进入报名&##&
&##&默认不限制&##&,&##&默认不限制&##&
&##&promotion.input_from_left_to_right&##&,&##&从左向右输入&##&
&##&promotion.group_management_list&##&,&##&开团管理列表&##&
&##&promotion.single_user_s_limit&##&,&##&单用户参团限制&##&
&##&promotion.load_all_the_goods&##&,&##&加载全部商品&##&
&##&预热时间需在1-240小时之间&##&,&##&预热时间需在1-240小时之间&##&
&##&promotion.the_success_of_a_integral_promotion&##&,&##&积分促销活动创建成功&##&
&##&备注&##&,&##&备注&##&
&##&商品已在列表中&##&,&##&商品已在列表中&##&
&##&promotion.insert_table&##&,&##&插入表格&##&
&##&promotion.the_success_of_full_volume_promotion&##&,&##&满量促销活动创建成功&##&
&##&promotion.link&##&,&##&链接&##&
&##&promotion.proxy_rank&##&,&##&代理等级&##&
&##&promotion.activity_upgrades&##&,&##&活动升级&##&
&##&查询套餐组异常，主品组，或搭配组异常&##&,&##&查询套餐组异常，主品组，或搭配组异常&##&
&##&promotion.registration_of_brand_names&##&,&##&报名商品品牌范围&##&
&##&promotion.arbitrarily_spelling&##&,&##&任意拼&##&
&##&promotion.language_files_have_not_been_set_up&##&,&##&尚未设置语言文件&##&
&##&导出报名商品列表异常&##&,&##&导出报名商品列表异常&##&
&##&promotion.original_settlement_price&##&,&##&原结算价&##&
&##&查询用户已经领取张数异常&##&,&##&查询用户已经领取张数异常&##&
&##&promotion.brand_business&##&,&##&品牌商&##&
&##&加载全部商品异常&##&,&##&加载全部商品异常&##&
&##&成功删除抽奖活动&##&,&##&成功删除抽奖活动&##&
&##&促销商家总数超过限制.&##&,&##&促销商家总数超过限制.&##&
&##&包裹code参数为空&##&,&##&包裹code参数为空&##&
&##&创建状态流转日志出错&##&,&##&创建状态流转日志出错&##&
&##&每买&##&,&##&每买&##&
&##&promotion.audit_does_not_pass_through_success&##&,&##&审核不通过成功&##&
&##&promotion.discount_input_is_mistaken&##&,&##&折扣输入有误&##&
&##&promotion.the_promotion_of_imported_milk_powder&##&,&##&进口奶粉促销&##&
&##&promotion.the_gift_kaka_type_can_not_be_empty&##&,&##&礼品卡卡种类型不能为空&##&
&##&promotion.the_total_number_of_activities_should_be_limited_to&##&,&##&活动总限购数应限制在&##&
&##&promotion.or_use_some_kind_of_directly_specified_format&##&,&##&还是使用某种直接指定的格式&##&
&##&新老用户限制异常&##&,&##&新老用户限制异常&##&
&##&promotion.member_types_must_be_selected&##&,&##&会员类型必须选择&##&
&##&拼团活动已过期&##&,&##&拼团活动已过期&##&
&##&拼团活动状态不对&##&,&##&拼团活动状态不对&##&
&##&promotion.picture_transfer&##&,&##&图片转存&##&
&##&活动抽奖记录列表&##&,&##&活动抽奖记录列表&##&
&##&查询限购规则列表异常&##&,&##&查询限购规则列表异常&##&
&##&查询会员限购param异常&##&,&##&查询会员限购param异常&##&
&##&promotion.empty_documents&##&,&##&清空文档&##&
&##&promotion.sunday&##&,&##&星期日&##&
&##&不能包含特殊字符&##&,&##&不能包含特殊字符&##&
&##&promotion.commodity_picture&##&,&##&商品图片&##&
&##&promotion.no_restrictions&##&,&##&不限制&##&
&##&取消订单，还回优惠券异常&##&,&##&取消订单，还回优惠券异常&##&
&##&promotion.average_distribution_of_each_column&##&,&##&平均分布各列&##&
&##&promotion.only_for_new_users&##&,&##&仅限新用户&##&
&##&promotion.view_the_division_rules&##&,&##&查看分佣规则&##&
&##&single_discount_icon_url&##&,&##&https://cdn.oudianyun.com/dev/back-promotion-web/1541056137036_79.40486897741863_3a29c2b5-178b-4cd5-82b5-4a01f94df4d6.png&##&
&##&promotion.paizhuan&##&,&##&拍砖&##&
&##&promotion.the_current_text_is_N_characters&##&,&##&当前文本为N个字&##&
&##&promotion.manual_sorting_must_be_a_non_negative_integer&##&,&##&手动排序必须是非负整数&##&
&##&promotion.obvious_emphasis&##&,&##&明显强调&##&
&##&promotion.return&##&,&##&返回&##&
&##&promotion.tongue&##&,&##&吐舌&##&
&##&promotion.fixed_time&##&,&##&固定时间&##&
&##&查询抽奖活动异常&##&,&##&查询抽奖活动异常&##&
&##&批量插入用券日志出错&##&,&##&批量插入用券日志出错&##&
&##&promotion.we_chat&##&,&##&微信&##&
&##&promotion.coupon_details&##&,&##&优惠券明细&##&
&##&promotion.like&##&,&##&喜欢&##&
&##&promotion.view_the_coupons&##&,&##&查看优惠券&##&
&##&promotion.available_quantity&##&,&##&可发行数量&##&
&##&promotion.Daily_collection_per_ID_cannot_be_greater_than&##&,&##&每ID每日领取不能大于总共领取&##&
&##&定金￥${PD}可抵扣￥${PO}&##&,&##&定金￥${PD}可抵扣￥${PO}&##&
&##&promotion.distance_from_the_end&##&,&##&距结束&##&
&##&promotion.create_marketing_tasks&##&,&##&创建营销任务&##&
&##&查询单一促销规则异常&##&,&##&查询单一促销规则异常&##&
&##&promotion.no_picture_was_found&##&,&##&没有找到图片&##&
&##&promotion.must_accept_prize&##&,&##&内必须领奖&##&
&##&谢谢参与&##&,&##&谢谢参与&##&
&##&promotion.group_user&##&,&##&开团用户&##&
&##&未找到要更新的报名活动&##&,&##&未找到要更新的报名活动&##&
&##&promotion.whether_the_winning_list_is_displayed_at_the_front_desk&##&,&##&是否在前台显示中奖名单&##&
&##&获取拼团活动渠道信息异常&##&,&##&获取拼团活动渠道信息异常&##&
&##&京东满量促销提示&##&,&##&不支持会员类型、等级、及新老用户筛选；活动描述仅同步前5个字；叠加优惠仅同步第1个阶梯&##&
&##&商品限购规则异常，无promotion_limit数据.&##&,&##&商品限购规则异常，无promotion_limit数据.&##&
&##&请传入正确的参数!&##&,&##&请传入正确的参数!&##&
&##&促销活动id不能为空&##&,&##&促销活动id不能为空&##&
&##&插入拼团活动限制异常.&##&,&##&插入拼团活动限制异常.&##&
&##&promotion.the_price_reduction_is_not_greater_than_the_original_price&##&,&##&减价不能大于原价&##&
&##&promotion.cashier_terminal&##&,&##&收银终端&##&
&##&促销活动子类型异常&##&,&##&促销活动子类型异常&##&
&##&promotion.input_brand&##&,&##&输入品牌&##&
&##&promotion.there_must_be_a_query_node_for_this_task&##&,&##&该任务必须存在查询节点&##&
&##&promotion.font_color&##&,&##&字体颜色&##&
&##&promotion.love&##&,&##&爱&##&
&##&查询免单活动详情异常&##&,&##&查询免单活动详情异常&##&
&##&promotion.the_promotion_parameter_audit_failed_to_pass&##&,&##&促销参数审核未通过&##&
&##&promotion.please_select_the_stores_that_need_to_be_added&##&,&##&请选择需要添加的店铺&##&
&##&promotion.cant_be_empty&##&,&##&不能为空&##&
&##&promotion.axis&##&,&##&轴&##&
&##&promotion.set_the_selected_word_in_italic&##&,&##&给选中字设置为斜体&##&
&##&promotion.whether_to_confirm_the_copy_of_the_activity&##&,&##&是否确认复制该活动&##&
&##&promotion.the_starting_price_of_the_retail_price_must_be_less_than_the_end_price&##&,&##&零售价起始价必须小于结束价&##&
&##&promotion.the_main_gift_is_the_same&##&,&##&主赠相同&##&
&##&删除选品为空&##&,&##&删除选品为空&##&
&##&promotion.dash&##&,&##&破折号&##&
&##&promotion.the_total_number_of_channelStoreLimit_purchases_can_not_be_empty&##&,&##&店铺单渠道限购数不能为空&##&
&##&promotion.site&##&,&##&址&##&
&##&promotion.scavenging_format&##&,&##&清除格式&##&
&##&未查找到相关报名记录&##&,&##&未查找到相关报名记录&##&
&##&promotion.wechat_special&##&,&##&微信专用&##&
&##&promotion.please_choose_the_goods_that_need_to_be_withdrawn&##&,&##&请选择需要撤出的商品&##&
&##&promotion.classification_name&##&,&##&分类名称&##&
&##&promotion.exclude_the_scope_of_goods&##&,&##&排除商品范围&##&
&##&promotion.change_purchase_price&##&,&##&换购价&##&
&##&即将开始&##&,&##&即将开始&##&
&##&orderCode不能为空&##&,&##&orderCode不能为空&##&
&##&promotion.special_price_for_a_set_meal&##&,&##&套餐特价&##&
&##&promotion.this_function_is_made_up_of_baidu&##&,&##&本功能由百度&##&
&##&x_jian_pay_y_jian_icon_url&##&,&##&https://cdn.oudianyun.com/dev/back-promotion-web/1541056207217_17.623838146776915_bbeb6b8c-8b1c-472e-93f7-5db17ffc2436.png&##&
&##&promotion.success_in_creating_activities&##&,&##&活动创建成功&##&
&##&promotion.bottom_line_input_is_mistaken&##&,&##&砍价底线输入有误&##&
&##&promotion.confirm_delete_selection&##&,&##&是否确认批量删除选品&##&
&##&promotion.flash_purchase&##&,&##&闪购&##&
&##&promotion.apple&##&,&##&苹果&##&
&##&promotion.electronic_card&##&,&##&电子卡&##&
&##&订单中赠品数量大于倍量时促销赠品限制.&##&,&##&订单中赠品数量大于倍量时促销赠品限制.&##&
&##&创建积分商城活动&##&,&##&创建积分商城活动&##&
&##&满${X}件可换购以下任意${Y}件商品&##&,&##&满${X}件可换购以下任意${Y}件商品&##&
&##&promotion.and_there_will_be_discrepancies_with_the_actual_sale_price&##&,&##&与实际售卖价会有出入&##&
&##&promotion.an_hour_without_a_regiment_is_automatic.&##&,&##&小时未成团则自动成团&##&
&##&promotion.the_number_within_the_range&##&,&##&范围内的数&##&
&##&promotion.task_remark&##&,&##&任务备注&##&
&##&查询商品列表异常&##&,&##&查询商品列表异常&##&
&##&promotion.coupons_of_different_denominations_by_setting_specific_goods&##&,&##&通过设置特定商品的不同面额优惠券&##&
&##&promotion.prevent_users_from_getting_goods_due_to_sales_area_reasons_after_winning_the_prize&##&,&##&防止用户中奖后由于销售区域原因无法获得商品&##&
&##&promotion.about&##&,&##&关于&##&
&##&promotion.a_file_has_been_uploaded&##&,&##&个文件已上传&##&
&##&全网限定购买个数&##&,&##&全网限定购买个数&##&
&##&，赠完为止&##&,&##&，赠完为止&##&
&##&promotion.rectangular_selection&##&,&##&矩形选择&##&
&##&更新中奖记录信息异常&##&,&##&更新中奖记录信息异常&##&
&##&promotion.click_the_top_copy_button&##&,&##&点击顶部复制按钮&##&
&##&定金￥&##&,&##&定金￥&##&
&##&promotion.the_input_of_individual_limit_purchase_number_of_selected_goods_is_incorrect&##&,&##&选中商品个人限购数输入有误&##&
&##&promotion.juggling&##&,&##&杂耍&##&
&##&修改价格和限制数量异常&##&,&##&修改价格和限制数量异常&##&
&##&promotion.frozen_commodity_stock&##&,&##&冻结商品库存&##&
&##&promotion.automatic_regiment_setting&##&,&##&自动成团设置&##&
&##&promotion.help&##&,&##&帮助&##&
&##&请导入Excel文件&##&,&##&请导入Excel文件&##&
&##&promotion.the_ratio_of_rebate_percent_is_mistaken&##&,&##&返利百分比值设置有误&##&
&##&promotion.is_there_any_existence_in_the_commodity_pool&##&,&##&商品池中是否已存在&##&
&##&promotion.please_choose_the_goods_that_need_to_be_checked_out&##&,&##&请选择需要审核不通过的商品&##&
&##&promotion.december&##&,&##&十二月&##&
&##&promotion.purple&##&,&##&紫&##&
&##&promotion.server_return_error&##&,&##&服务器返回出错&##&
